	g1_01_R1	g1_01_R2	g1_02_R1	g1_02_R2	g1_03_R1	g1_03_R2	g3_01_R1	g3_01_R2	g3_02_R1	g3_02_R2	g3_03_R1	g3_03_R2
RpL37a	0	0	0	0	0	0	0	0	0	0	0	0
RpL37b	0	0	0	0	0	0	0	0	0	0	0	0
RpL38	0	0	0	0	0	0	0	0	0	0	0	0
RpL39	0	0	0	0	0	0	0	0	0	0	0	0
RpL4	0	0	0	0	0	0	0	0	0	0	0	0
RpL40	0	0	0	0	0	0	0	0	0	0	0	0
RpL41	0	0	0	0	0	0	0	0	0	0	0	0
RpL5	0	0	0	0	0	0	0	0	0	0	0	0
RpL6	0	0	0	0	0	0	0	0	0	0	0	0
RpL7	0	0	0	0	0	0	0	0	0	0	0	0
RpL7-like	0	0	0	0	0	0	0	0	0	0	0	0
RpL7A	0	0	0	0	0	0	0	0	0	0	0	0
RpL8	0	0	0	0	0	0	0	0	0	0	0	0
RpL9	0	0	0	0	0	0	0	0	0	0	0	0
RpLP0	0	0	0	0	0	0	0	0	0	0	0	0
RpLP0-like	0	0	0	0	0	0	0	0	0	0	0	0
RpLP1	0	0	0	0	0	0	0	0	0	0	0	0
RpLP2	0	0	0	0	0	0	0	0	0	0	0	0
RpS10a	0	0	0	0	0	0	0	0	0	0	0	0
RpS10b	0	0	0	0	0	0	0	0	0	0	0	0
RpS11	0	0	0	0	0	0	0	0	0	0	0	0
RpS12	0	0	0	0	0	0	0	0	0	0	0	0
RpS13	0	0	0	0	0	0	0	0	0	0	0	0
RpS14a	0	0	0	0	0	0	0	0	0	0	0	0
RpS14b	0	0	0	0	0	0	0	0	0	0	0	0
RpS15	0	0	0	0	0	0	0	0	0	0	0	0
RpS15Aa	0	0	0	0	0	0	0	0	0	0	0	0
RpS15Ab	0	0	0	0	0	0	0	0	0	0	0	0
RpS16	0	0	0	0	0	0	0	0	0	0	0	0
RpS17	0	0	0	0	0	0	0	0	0	0	0	0
RpS18	0	0	0	0	0	0	0	0	0	0	0	0
RpS19a	0	0	0	0	0	0	0	0	0	0	0	0
RpS19b	0	0	0	0	0	0	0	0	0	0	0	0
RpS2	0	0	0	0	0	0	0	0	0	0	0	0
RpS20	0	0	0	0	0	0	0	0	0	0	0	0
RpS21	0	0	0	0	0	0	0	0	0	0	0	0
RpS23	0	0	0	0	0	0	0	0	0	0	0	0
RpS24	0	0	0	0	0	0	0	0	0	0	0	0
RpS25	0	0	0	0	0	0	0	0	0	0	0	0
RpS26	0	0	0	0	0	0	0	0	0	0	0	0
RpS27	0	0	0	0	0	0	0	0	0	0	0	0
RpS27A	0	0	0	0	0	0	0	0	0	0	0	0
RpS28-like	0	0	0	0	0	0	0	0	0	0	0	0
RpS28a	0	0	0	0	0	0	0	0	0	0	0	0
RpS28b	0	0	0	0	0	0	0	0	0	0	0	0
RpS29	0	0	0	0	0	0	0	0	0	0	0	0
RpS3	0	0	0	0	0	0	0	0	0	0	0	0
RpS30	0	0	0	0	0	0	0	0	0	0	0	0
RpS3A	1829.18707899925	1845.91501076012	1742.90690322667	1732.69881126335	1847.60833168352	1928.01582656261	1749.35400234704	1808.84975189359	2478.08473632628	2479.84254737989	2093.02690439029	2118.41230115473
RpS4	0	0	0	0	0	0	0	0	0	0	0	0
RpS5a	0	0	0	0	0	0	0	0	0	0	0	0
RpS5b	0	0	0	0	0	0	0	0	0	0	0	0
RpS6	0	0	0	0	0	0	0	0	0	0	0	0
RpS7	0	0	0	0	0	0	0	0	0	0	0	0
RpS8	0	0	0	0	0	0	0	0	0	0	0	0
RpS9	0	0	0	0	0	0	0	0	0	0	0	0
Rpb10	0	0	0	0	0	0	0	0	0	0	0	0
Rpb11	0	0	0	0	0	0	0	0	0	0	0	0
Rpb12	0	0	0	0	0	0	0	0	0	0	0	0
Rpb4	0	0	0	0	0	0	0	0	0	0	0	0
Rpb5	0	0	0	0	0	0	0	0	0	0	0	0
Rpb7	0	0	0	0	0	0	0	0	0	0	0	0
Rpb8	0	0	0	0	0	0	0	0	0	0	0	0
Rpe	0	0	0	0	0	0	0	0	0	0	0	0
Rph	0	0	0	0	0	0	0	0	0	0	0	0
Rpi	0	0	0	0	0	0	0	0	0	0	0	0
Rpn1	0	0	0	0	0	0	0	0	0	0	0	0
Rpn10	0	0	0	0	0	0	0	0	0	0	0	0
Rpn11	0	0	0	0	0	0	0	0	0	0	0	0
Rpn12	0	0	0	0	0	0	0	0	0	0	0	0
Rpn12R	0	0	0	0	0	0	0	0	0	0	0	0
Rpn13	0	0	0	0	0	0	0	0	0	0	0	0
Rpn13R	0	0	0	0	0	0	0	0	0	0	0	0
Rpn2	0	0	0	0	0	0	0	0	0	0	0	0
Rpn3	0	0	0	0	0	0	0	0	0	0	0	0
Rpn5	0	0	0	0	0	0	0	0	0	0	0	0
Rpn6	0	0	0	0	0	0	0	0	0	0	0	0
Rpn7	0	0	0	0	0	0	0	0	0	0	0	0
Rpn8	0	0	0	0	0	0	0	0	0	0	0	0
Rpn9	0	0	0	0	0	0	0	0	0	0	0	0
Rpp20	0	0	0	0	0	0	0	0	0	0	0	0
Rpp30	0	0	0	0	0	0	0	0	0	0	0	0
Rpt1	0	0	0	0	0	0	0	0	0	0	0	0
Rpt2	0	0	0	0	0	0	0	0	0	0	0	0
Rpt3	0	0	0	0	0	0	0	0	0	0	0	0
Rpt3R	0	0	0	0	0	0	0	0	0	0	0	0
Rpt4	0	0	0	0	0	0	0	0	0	0	0	0
Rpt4R	0	0	0	0	0	0	0	0	0	0	0	0
Rpt5	0	0	0	0	0	0	0	0	0	0	0	0
Rpt6	0	0	0	0	0	0	0	0	0	0	0	0
Rpt6R	0	0	0	0	0	0	0	0	0	0	0	0
Rrp1	0	0	0	0	0	0	0	0	0	0	0	0
Rrp4	0	0	0	0	0	0	0	0	0	0	0	0
Rrp40	0	0	0	0	0	0	0	0	0	0	0	0
Rrp42	0	0	0	0	0	0	0	0	0	0	0	0
Rrp45	0	0	0	0	0	0	0	0	0	0	0	0
Rrp46	0	0	0	0	0	0	0	0	0	0	0	0
Rrp47	0	0	0	0	0	0	0	0	0	0	0	0
Rrp6	0	0	0	0	0	0	0	0	0	0	0	0
Rs1	0	0	0	0	0	0	0	0	0	0	0	0
Rsf1	0	0	0	0	0	0	0	0	0	0	0	0
RtGEF	0	0	0	0	0	0	0	0	0	0	0	0
Rtc1	0	0	0	0	0	0	0	0	0	0	0	0
RtcB	0	0	0	0	0	0	0	0	0	0	0	0
Rtca	0	0	0	0	0	0	0	0	0	0	0	0
Rtf1	0	0	0	0	0	0	0	0	0	0	0	0
Rtnl1	0	0	0	0	0	0	0	0	0	0	0	0
Rtnl2	0	0	0	0	0	0	0	0	0	0	0	0
RunxA	0	0	0	0	0	0	0	0	0	0	0	0
RunxB	0	0	0	0	0	0	0	0	0	0	0	0
Rx	0	0	0	0	0	0	0	0	0	0	0	0
RyR	0	0	0	0	0	0	0	0	0	0	0	0
S	0	0	0	0	0	0	0	0	0	0	0	0
S-Lap1	0	0	0	0	0	0	0	0	0	0	0	0
S-Lap2	0	0	0	0	0	0	0	0	0	0	0	0
S-Lap3	0	0	0	0	0	0	0	0	0	0	0	0
S-Lap4	0	0	0	0	0	0	0	0	0	0	0	0
S-Lap5	0	0	0	0	0	0	0	0	0	0	0	0
S-Lap7	0	0	0	0	0	0	0	0	0	0	0	0
S-Lap8	0	0	0	0	0	0	0	0	0	0	0	0
S1P	0	0	0	0	0	0	0	0	0	0	0	0
S2P	0	0	0	0	0	0	0	0	0	0	0	0
S6KL	0	0	0	0	0	0	0	0	0	0	0	0
S6k	0	0	0	0	0	0	0	0	0	0	0	0
S6kII	0	0	0	0	0	0	0	0	0	0	0	0
SA	0	0	0	0	0	0	0	0	0	0	0	0
SA-2	0	0	0	0	0	0	0	0	0	0	0	0
SAK	0	0	0	0	0	0	0	0	0	0	0	0
SC35	0	0	0	0	0	0	0	0	0	0	0	0
SCAP	0	0	0	0	0	0	0	0	0	0	0	0
SCAR	0	0	0	0	0	0	0	0	0	0	0	0
SCCRO	0	0	0	0	0	0	0	0	0	0	0	0
SCCRO3	0	0	0	0	0	0	0	0	0	0	0	0
SCCRO4	0	0	0	0	0	0	0	0	0	0	0	0
SCOT	0	0	0	0	0	0	0	0	0	0	0	0
SCaMC	0	0	0	0	0	0	0	0	0	0	0	0
SERCA	0	0	0	0	0	0	0	0	0	0	0	0
SF1	0	0	0	0	0	0	0	0	0	0	0	0
SF2	0	0	0	0	0	0	0	0	0	0	0	0
SH3PX1	0	0	0	0	0	0	0	0	0	0	0	0
SIDL	0	0	0	0	0	0	0	0	0	0	0	0
SIFa	0	0	0	0	0	0	0	0	0	0	0	0
SIFaR	0	0	0	0	0	0	0	0	0	0	0	0
SK	0	0	0	0	0	0	0	0	0	0	0	0
SKIP	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A	0	0	0	0	0	0	0	0	0	0	0	0
SLC5A11	0	0	0	0	0	0	0	0	0	0	0	0
SLIRP1	0	0	0	0	0	0	0	0	0	0	0	0
SLIRP2	0	0	0	0	0	0	0	0	0	0	0	0
SLO2	0	0	0	0	0	0	0	0	0	0	0	0
SMC1	0	0	0	0	0	0	0	0	0	0	0	0
SMC2	0	0	0	0	0	0	0	0	0	0	0	0
SMC3	0	0	0	0	0	0	0	0	0	0	0	0
SMC5	0	0	0	0	0	0	0	0	0	0	0	0
SMSr	0	0	0	0	0	0	0	0	0	0	0	0
SNCF	0	0	0	0	0	0	0	0	0	0	0	0
SNF4Agamma	0	0	0	0	0	0	0	0	0	0	0	0
SNRPG	0	0	0	0	0	0	0	0	0	0	0	0
SP	0	0	0	0	0	0	0	0	0	0	0	0
SP1029	0	0	0	0	0	0	0	0	0	0	0	0
SP1173	0	0	0	0	0	0	0	0	0	0	0	0
SP2353	0	0	0	0	0	0	0	0	0	0	0	0
SP555	0	0	0	0	0	0	0	0	0	0	0	0
SPARC	0	0	0	0	0	0	0	0	0	0	0	0
SPE	0	0	0	0	0	0	0	0	0	0	0	0
SPH93	0	0	0	0	0	0	0	0	0	0	0	0
SPR	0	0	0	0	0	0	0	0	0	0	0	0
SPoCk	0	0	0	0	0	0	0	0	0	0	0	0
SREBP	0	0	0	0	0	0	0	0	0	0	0	0
SRPK	0	0	0	0	0	0	0	0	0	0	0	0
SRm160	0	0	0	0	0	0	0	0	0	0	0	0
STUB1	0	0	0	0	0	0	0	0	0	0	0	0
SWIP	0	0	0	0	0	0	0	0	0	0	0	0
Sac1	0	0	0	0	0	0	0	0	0	0	0	0
Saf-B	0	0	0	0	0	0	0	0	0	0	0	0
Saf6	0	0	0	0	0	0	0	0	0	0	0	0
Sam-S	0	0	0	0	0	0	0	0	0	0	0	0
SamDC	0	0	0	0	0	0	0	0	0	0	0	0
Samtor	0	0	0	0	0	0	0	0	0	0	0	0
Samuel	0	0	0	0	0	0	0	0	0	0	0	0
Sans	0	0	0	0	0	0	0	0	0	0	0	0
Sap-r	0	0	0	0	0	0	0	0	0	0	0	0
Sap130	0	0	0	0	0	0	0	0	0	0	0	0
Sap30	0	0	0	0	0	0	0	0	0	0	0	0
Sap47	0	0	0	0	0	0	0	0	0	0	0	0
Sar1	0	0	0	0	0	0	0	0	0	0	0	0
Sara	0	0	0	0	0	0	0	0	0	0	0	0
Sardh	0	0	0	0	0	0	0	0	0	0	0	0
Sas-4	0	0	0	0	0	0	0	0	0	0	0	0
Sas-6	0	0	0	0	0	0	0	0	0	0	0	0
Sas10	0	0	0	0	0	0	0	0	0	0	0	0
Sb	0	0	0	0	0	0	0	0	0	0	0	0
Sbat	0	0	0	0	0	0	0	0	0	0	0	0
Sbf	0	0	0	0	0	0	0	0	0	0	0	0
Sbp2	0	0	0	0	0	0	0	0	0	0	0	0
Sc2	0	0	0	0	0	0	0	0	0	0	0	0
Scamp	0	0	0	0	0	0	0	0	0	0	0	0
Sccpdh1	0	0	0	0	0	0	0	0	0	0	0	0
Sccpdh2	0	0	0	0	0	0	0	0	0	0	0	0
Sce	0	0	0	0	0	0	0	0	0	0	0	0
Scgalpha	0	0	0	0	0	0	0	0	0	0	0	0
Scgbeta	0	0	0	0	0	0	0	0	0	0	0	0
Scgdelta	0	0	0	0	0	0	0	0	0	0	0	0
Schip1	0	0	0	0	0	0	0	0	0	0	0	0
SclA	0	0	0	0	0	0	0	0	0	0	0	0
SclB	0	0	0	0	0	0	0	0	0	0	0	0
Sclp	0	0	0	0	0	0	0	0	0	0	0	0
Scm	0	0	0	0	0	0	0	0	0	0	0	0
Scox	0	0	0	0	0	0	0	0	0	0	0	0
Scp1	0	0	0	0	0	0	0	0	0	0	0	0
Scp2	0	0	0	0	0	0	0	0	0	0	0	0
ScpX	0	0	0	0	0	0	0	0	0	0	0	0
Scr	0	0	0	0	0	0	0	0	0	0	0	0
Scsalpha1	0	0	0	0	0	0	0	0	0	0	0	0
Scsalpha2	0	0	0	0	0	0	0	0	0	0	0	0
ScsbetaA	0	0	0	0	0	0	0	0	0	0	0	0
ScsbetaG	0	0	0	0	0	0	0	0	0	0	0	0
Sdc	0	0	0	0	0	0	0	0	0	0	0	0
SdhA	0	0	0	0	0	0	0	0	0	0	0	0
SdhAL	0	0	0	0	0	0	0	0	0	0	0	0
SdhB	0	0	0	0	0	0	0	0	0	0	0	0
SdhBL	0	0	0	0	0	0	0	0	0	0	0	0
SdhC	0	0	0	0	0	0	0	0	0	0	0	0
SdhD	0	0	0	0	0	0	0	0	0	0	0	0
Sdhaf3	0	0	0	0	0	0	0	0	0	0	0	0
Sdic1	0	0	0	0	0	0	0	0	0	0	0	0
Sdic2	0	0	0	0	0	0	0	0	0	0	0	0
Sdic3	0	0	0	0	0	0	0	0	0	0	0	0
Sdic4	0	0	0	0	0	0	0	0	0	0	0	0
SdicA	0	0	0	0	0	0	0	0	0	0	0	0
SdicB	0	0	0	0	0	0	0	0	0	0	0	0
SdicC	0	0	0	0	0	0	0	0	0	0	0	0
Sdr	0	0	0	0	0	0	0	0	0	0	0	0
Sec10	0	0	0	0	0	0	0	0	0	0	0	0
Sec13	0	0	0	0	0	0	0	0	0	0	0	0
Sec15	0	0	0	0	0	0	0	0	0	0	0	0
Sec16	0	0	0	0	0	0	0	0	0	0	0	0
Sec22	0	0	0	0	0	0	0	0	0	0	0	0
Sec23	0	0	0	0	0	0	0	0	0	0	0	0
Sec24AB	0	0	0	0	0	0	0	0	0	0	0	0
Sec24CD	0	0	0	0	0	0	0	0	0	0	0	0
Sec3	0	0	0	0	0	0	0	0	0	0	0	0
Sec31	0	0	0	0	0	0	0	0	0	0	0	0
Sec5	0	0	0	0	0	0	0	0	0	0	0	0
Sec6	0	0	0	0	0	0	0	0	0	0	0	0
Sec61alpha	0	0	0	0	0	0	0	0	0	0	0	0
Sec61beta	0	0	0	0	0	0	0	0	0	0	0	0
Sec61gamma	0	0	0	0	0	0	0	0	0	0	0	0
Sec63	0	0	0	0	0	0	0	0	0	0	0	0
Sec71	0	0	0	0	0	0	0	0	0	0	0	0
Sec8	0	0	0	0	0	0	0	0	0	0	0	0
Seipin	0	0	0	0	0	0	0	0	0	0	0	0
SelD	0	0	0	0	0	0	0	0	0	0	0	0
SelG	0	0	0	0	0	0	0	0	0	0	0	0
SelR	0	0	0	0	0	0	0	0	0	0	0	0
SelT	0	0	0	0	0	0	0	0	0	0	0	0
Sem1	0	0	0	0	0	0	0	0	0	0	0	0
Sema1a	0	0	0	0	0	0	0	0	0	0	0	0
Sema1b	0	0	0	0	0	0	0	0	0	0	0	0
Sema2a	0	0	0	0	0	0	0	0	0	0	0	0
Sema2b	0	0	0	0	0	0	0	0	0	0	0	0
Sema5c	0	0	0	0	0	0	0	0	0	0	0	0
Semp1	0	0	0	0	0	0	0	0	0	0	0	0
Sems	0	0	0	0	0	0	0	0	0	0	0	0
Send1	0	0	0	0	0	0	0	0	0	0	0	0
Send2	0	0	0	0	0	0	0	0	0	0	0	0
Sep1	0	0	0	0	0	0	0	0	0	0	0	0
Sep2	0	0	0	0	0	0	0	0	0	0	0	0
Sep4	0	0	0	0	0	0	0	0	0	0	0	0
Sep5	0	0	0	0	0	0	0	0	0	0	0	0
Ser	0	0	0	0	0	0	0	0	0	0	0	0
Ser12	0	0	0	0	0	0	0	0	0	0	0	0
Ser6	0	0	0	0	0	0	0	0	0	0	0	0
Ser7	0	0	0	0	0	0	0	0	0	0	0	0
Ser8	0	0	0	0	0	0	0	0	0	0	0	0
SerRS	0	0	0	0	0	0	0	0	0	0	0	0
SerRS-m	0	0	0	0	0	0	0	0	0	0	0	0
SerT	0	0	0	0	0	0	0	0	0	0	0	0
Sesn	0	0	0	0	0	0	0	0	0	0	0	0
Set	0	0	0	0	0	0	0	0	0	0	0	0
Set1	0	0	0	0	0	0	0	0	0	0	0	0
Set2	0	0	0	0	0	0	0	0	0	0	0	0
Setd3	0	0	0	0	0	0	0	0	0	0	0	0
Sf3a1	0	0	0	0	0	0	0	0	0	0	0	0
Sf3a2	0	0	0	0	0	0	0	0	0	0	0	0
Sf3b1	0	0	0	0	0	0	0	0	0	0	0	0
Sf3b2	0	0	0	0	0	0	0	0	0	0	0	0
Sf3b3	0	0	0	0	0	0	0	0	0	0	0	0
Sf3b5	0	0	0	0	0	0	0	0	0	0	0	0
Sf3b6	0	0	0	0	0	0	0	0	0	0	0	0
Sfmbt	0	0	0	0	0	0	0	0	0	0	0	0
Sfp23F	0	0	0	0	0	0	0	0	0	0	0	0
Sfp24Ba	0	0	0	0	0	0	0	0	0	0	0	0
Sfp24Bb	0	0	0	0	0	0	0	0	0	0	0	0
Sfp24Bc	0	0	0	0	0	0	0	0	0	0	0	0
Sfp24Bd	0	0	0	0	0	0	0	0	0	0	0	0
Sfp24C1	0	0	0	0	0	0	0	0	0	0	0	0
Sfp24F	0	0	0	0	0	0	0	0	0	0	0	0
Sfp26Ac	0	0	0	0	0	0	0	0	0	0	0	0
Sfp26Ad	0	0	0	0	0	0	0	0	0	0	0	0
Sfp33A1	0	0	0	0	0	0	0	0	0	0	0	0
Sfp33A2	0	0	0	0	0	0	0	0	0	0	0	0
Sfp33A3	0	0	0	0	0	0	0	0	0	0	0	0
Sfp33A4	0	0	0	0	0	0	0	0	0	0	0	0
Sfp35C	0	0	0	0	0	0	0	0	0	0	0	0
Sfp36F	0	0	0	0	0	0	0	0	0	0	0	0
Sfp38D	0	0	0	0	0	0	0	0	0	0	0	0
Sfp51E	0	0	0	0	0	0	0	0	0	0	0	0
Sfp53D	0	0	0	0	0	0	0	0	0	0	0	0
Sfp60F	0	0	0	0	0	0	0	0	0	0	0	0
Sfp65A	0	0	0	0	0	0	0	0	0	0	0	0
Sfp70A4	0	0	0	0	0	0	0	0	0	0	0	0
Sfp77F	0	0	0	0	0	0	0	0	0	0	0	0
Sfp78E	0	0	0	0	0	0	0	0	0	0	0	0
Sfp79B	0	0	0	0	0	0	0	0	0	0	0	0
Sfp84E	0	0	0	0	0	0	0	0	0	0	0	0
Sfp87B	0	0	0	0	0	0	0	0	0	0	0	0
Sfp93F	0	0	0	0	0	0	0	0	0	0	0	0
Sfp96F	0	0	0	0	0	0	0	0	0	0	0	0
Sfxn1-3	0	0	0	0	0	0	0	0	0	0	0	0
Sfxn2	0	0	0	0	0	0	0	0	0	0	0	0
Sgf11	0	0	0	0	0	0	0	0	0	0	0	0
Sgf29	0	0	0	0	0	0	0	0	0	0	0	0
Sgs1	0	0	0	0	0	0	0	0	0	0	0	0
Sgs3	0	0	0	0	0	0	0	0	0	0	0	0
Sgs4	0	0	0	0	0	0	0	0	0	0	0	0
Sgs5	0	0	0	0	0	0	0	0	0	0	0	0
Sgs7	0	0	0	0	0	0	0	0	0	0	0	0
Sgs8	0	0	0	0	0	0	0	0	0	0	0	0
Sgt	0	0	0	0	0	0	0	0	0	0	0	0
Sgt1	0	0	0	0	0	0	0	0	0	0	0	0
Sh	0	0	0	0	0	0	0	0	0	0	0	0
Sh3beta	0	0	0	0	0	0	0	0	0	0	0	0
Shab	0	0	0	0	0	0	0	0	0	0	0	0
Shal	0	0	0	0	0	0	0	0	0	0	0	0
Shark	0	0	0	0	0	0	0	0	0	0	0	0
Shaw	0	0	0	0	0	0	0	0	0	0	0	0
Shawl	0	0	0	0	0	0	0	0	0	0	0	0
Shawn	0	0	0	0	0	0	0	0	0	0	0	0
Shc	0	0	0	0	0	0	0	0	0	0	0	0
Shmt	0	0	0	0	0	0	0	0	0	0	0	0
Shrm	0	0	0	0	0	0	0	0	0	0	0	0
SiaT	0	0	0	0	0	0	0	0	0	0	0	0
Sid	0	0	0	0	0	0	0	0	0	0	0	0
Sidpn	0	0	0	0	0	0	0	0	0	0	0	0
Sik2	0	0	0	0	0	0	0	0	0	0	0	0
Sik3	0	0	0	0	0	0	0	0	0	0	0	0
Sil1	0	0	0	0	0	0	0	0	0	0	0	0
Sin	0	0	0	0	0	0	0	0	0	0	0	0
Sin1	0	0	0	0	0	0	0	0	0	0	0	0
Sin3A	0	0	0	0	0	0	0	0	0	0	0	0
Sirt1	0	0	0	0	0	0	0	0	0	0	0	0
Sirt2	0	0	0	0	0	0	0	0	0	0	0	0
Sirt4	0	0	0	0	0	0	0	0	0	0	0	0
Sirt6	0	0	0	0	0	0	0	0	0	0	0	0
Sirt7	0	0	0	0	0	0	0	0	0	0	0	0
Sirup	0	0	0	0	0	0	0	0	0	0	0	0
Six4	0	0	0	0	0	0	0	0	0	0	0	0
Sk1	0	0	0	0	0	0	0	0	0	0	0	0
Sk2	0	0	0	0	0	0	0	0	0	0	0	0
Skadu	0	0	0	0	0	0	0	0	0	0	0	0
Skeletor	0	0	0	0	0	0	0	0	0	0	0	0
Ski6	0	0	0	0	0	0	0	0	0	0	0	0
Skp2	0	0	0	0	0	0	0	0	0	0	0	0
SkpA	0	0	0	0	0	0	0	0	0	0	0	0
SkpB	0	0	0	0	0	0	0	0	0	0	0	0
SkpC	0	0	0	0	0	0	0	0	0	0	0	0
SkpD	0	0	0	0	0	0	0	0	0	0	0	0
SkpE	0	0	0	0	0	0	0	0	0	0	0	0
SkpF	0	0	0	0	0	0	0	0	0	0	0	0
Slbp	0	0	0	0	0	0	0	0	0	0	0	0
Slc25A46a	0	0	0	0	0	0	0	0	0	0	0	0
Slc25A46b	0	0	0	0	0	0	0	0	0	0	0	0
Slc45-1	0	0	0	0	0	0	0	0	0	0	0	0
Sld5	0	0	0	0	0	0	0	0	0	0	0	0
Slh	0	0	0	0	0	0	0	0	0	0	0	0
Slik	0	0	0	0	0	0	0	0	0	0	0	0
Slimp	0	0	0	0	0	0	0	0	0	0	0	0
Slip1	119.593153074978	127.33852213265	131.668960232569	120.93096114345	113.16086663986	113.585493083425	142.263785945216	149.704486582653	106.701363866422	124.636800474899	130.500478451193	121.222467514483
Slmap	0	0	0	0	0	0	0	0	0	0	0	0
Sln	0	0	0	0	0	0	0	0	0	0	0	0
Slob	0	0	0	0	0	0	0	0	0	0	0	0
Slu7	0	0	0	0	0	0	0	0	0	0	0	0
SmB	0	0	0	0	0	0	0	0	0	0	0	0
SmD1	0	0	0	0	0	0	0	0	0	0	0	0
SmD2	0	0	0	0	0	0	0	0	0	0	0	0
SmD3	0	0	0	0	0	0	0	0	0	0	0	0
SmE	0	0	0	0	0	0	0	0	0	0	0	0
SmF	0	0	0	0	0	0	0	0	0	0	0	0
Smg5	0	0	0	0	0	0	0	0	0	0	0	0
Smg6	0	0	0	0	0	0	0	0	0	0	0	0
Smn	0	0	0	0	0	0	0	0	0	0	0	0
Smox	0	0	0	0	0	0	0	0	0	0	0	0
Smr	0	0	0	0	0	0	0	0	0	0	0	0
Sms	0	0	0	0	0	0	0	0	0	0	0	0
Smu1	0	0	0	0	0	0	0	0	0	0	0	0
Smurf	0	0	0	0	0	0	0	0	0	0	0	0
Smvt	0	0	0	0	0	0	0	0	0	0	0	0
Smyd3	0	0	0	0	0	0	0	0	0	0	0	0
Smyd4-1	0	0	0	0	0	0	0	0	0	0	0	0
Smyd4-2	0	0	0	0	0	0	0	0	0	0	0	0
Smyd4-3	0	0	0	0	0	0	0	0	0	0	0	0
Smyd4-4	0	0	0	0	0	0	0	0	0	0	0	0
Smyd5	0	0	0	0	0	0	0	0	0	0	0	0
SmydA-1	0	0	0	0	0	0	0	0	0	0	0	0
SmydA-2	0	0	0	0	0	0	0	0	0	0	0	0
SmydA-3	0	0	0	0	0	0	0	0	0	0	0	0
SmydA-4	0	0	0	0	0	0	0	0	0	0	0	0
SmydA-5	0	0	0	0	0	0	0	0	0	0	0	0
SmydA-6	0	0	0	0	0	0	0	0	0	0	0	0
SmydA-7	0	0	0	0	0	0	0	0	0	0	0	0
SmydA-8	0	0	0	0	0	0	0	0	0	0	0	0
SmydA-9	0	0	0	0	0	0	0	0	0	0	0	0
Snap24	0	0	0	0	0	0	0	0	0	0	0	0
Snap25	0	0	0	0	0	0	0	0	0	0	0	0
Snap29	0	0	0	0	0	0	0	0	0	0	0	0
Snapin	0	0	0	0	0	0	0	0	0	0	0	0
Snm1	0	0	0	0	0	0	0	0	0	0	0	0
Snmp1	0	0	0	0	0	0	0	0	0	0	0	0
Snmp2	0	0	0	0	0	0	0	0	0	0	0	0
Snoo	0	0	0	0	0	0	0	0	0	0	0	0
Snp	0	0	0	0	0	0	0	0	0	0	0	0
Snr1	0	0	0	0	0	0	0	0	0	0	0	0
Snup	0	0	0	0	0	0	0	0	0	0	0	0
Snx1	0	0	0	0	0	0	0	0	0	0	0	0
Snx16	0	0	0	0	0	0	0	0	0	0	0	0
Snx3	0	0	0	0	0	0	0	0	0	0	0	0
Snx6	0	0	0	0	0	0	0	0	0	0	0	0
SoYb	0	0	0	0	0	0	0	0	0	0	0	0
Sobp	0	0	0	0	0	0	0	0	0	0	0	0
Socs16D	0	0	0	0	0	0	0	0	0	0	0	0
Socs36E	0	0	0	0	0	0	0	0	0	0	0	0
Socs44A	0	0	0	0	0	0	0	0	0	0	0	0
Sod1	0	0	0	0	0	0	0	0	0	0	0	0
Sod2	0	0	0	0	0	0	0	0	0	0	0	0
Sod3	0	0	0	0	0	0	0	0	0	0	0	0
Sodh-1	0	0	0	0	0	0	0	0	0	0	0	0
Sodh-2	0	0	0	0	0	0	0	0	0	0	0	0
Son	0	0	0	0	0	0	0	0	0	0	0	0
Sos	0	0	0	0	0	0	0	0	0	0	0	0
Sox100B	0	0	0	0	0	0	0	0	0	0	0	0
Sox102F	98.0271746516213	87.8537090682625	91.6806093471219	103.516902738793	84.3562824042589	68.5429699641355	86.3394011253726	86.7713903122385	65.327365632503	68.7651312964961	65.2502392255967	73.5283819350141
Sox14	0	0	0	0	0	0	0	0	0	0	0	0
Sox15	0	0	0	0	0	0	0	0	0	0	0	0
Sox21a	0	0	0	0	0	0	0	0	0	0	0	0
Sox21b	0	0	0	0	0	0	0	0	0	0	0	0
SoxN	0	0	0	0	0	0	0	0	0	0	0	0
Sp1	0	0	0	0	0	0	0	0	0	0	0	0
Sp212	0	0	0	0	0	0	0	0	0	0	0	0
Sp7	0	0	0	0	0	0	0	0	0	0	0	0
Spag1	0	0	0	0	0	0	0	0	0	0	0	0
Spase12	0	0	0	0	0	0	0	0	0	0	0	0
Spase22-23	0	0	0	0	0	0	0	0	0	0	0	0
Spase25	0	0	0	0	0	0	0	0	0	0	0	0
Spat	0	0	0	0	0	0	0	0	0	0	0	0
Spc105R	0	0	0	0	0	0	0	0	0	0	0	0
Spc25	0	0	0	0	0	0	0	0	0	0	0	0
SpdS	0	0	0	0	0	0	0	0	0	0	0	0
Spec2	0	0	0	0	0	0	0	0	0	0	0	0
Spf45	0	0	0	0	0	0	0	0	0	0	0	0
Spg7	0	0	0	0	0	0	0	0	0	0	0	0
Spindly	0	0	0	0	0	0	0	0	0	0	0	0
